"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"YAS","YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-12,2274","-13,4312","5,4482","25,6394","27,6607","599,8344","1.245,6470"
"KDL","KUVEYT TÜRK PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2458","4,8513","10,7673","15,8725","27,5730","-","-"
"TZD","ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-5,9310","-0,5318","4,8494","28,7219","27,1069","690,2820","1.098,3471"
"TCD","TACİRLER PORTFÖY DEĞIŞKEN FON","Değişken Şemsiye Fonu","-4,3150","4,3328","4,4632","28,1452","27,0671","573,3100","2.437,3819"
"GZY","GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-7,2941","-4,1436","6,4154","18,7347","26,9869","-","-"
"DFC","DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,5076","-2,2489","9,8635","18,3830","26,7572","-","-"
"KAV","KUVEYT TÜRK PORTFÖY ALTINCI KATILIM SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,3450","6,2560","12,8700","14,3312","26,6652","-","-"
"KIF","TRIVE PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","-0,4095","3,3346","21,3159","14,4903","26,1525","-","-"
"PPS","PHİLLİP PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","-1,4184","4,1833","9,9914","14,3099","26,0123","-","-"
"ACU","İSTANBUL PORTFÖY URARTU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,0986","5,8958","12,6999","17,0187","26,0048","232,1747","537,9364"
"YUN","YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,2830","6,6024","14,2874","-","25,7190","-","-"
"AAS","ATA PORTFÖY FON SEPETİ SERBEST FONU","Serbest Şemsiye Fonu","-2,9340","1,7998","7,9053","13,8891","25,7189","104,7997","221,6520"
"AES","AK PORTFÖY PETROL YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-3,1619","5,8120","13,8082","23,7451","25,6052","445,4407","557,1797"
"ZJI","ZİRAAT PORTFÖY İKİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","-12,9956","-6,2362","-9,8959","14,5242","24,9370","306,8536","-"
"ARE","İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,4896","5,4624","8,6349","12,5225","24,7844","179,0624","318,9976"
"IMF","İSTANBUL PORTFÖY MAESTRO SERBEST FON","Serbest Şemsiye Fonu","2,7074","5,3027","11,1084","14,1661","24,6476","162,5546","-"
"YSL","YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,5865","1,2379","8,2023","9,2922","24,2385","-","-"
"YGM","YAPI KREDİ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","-3,8126","-1,2562","15,1345","16,1575","24,0886","-","-"
"GVA","GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON","Değişken Şemsiye Fonu","-9,6703","-5,1454","6,1540","14,5767","23,3430","-","-"
"TBT","TEB PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","-1,2916","4,1193","7,7532","11,3819","23,3191","62,6302","105,1701"
"GZM","GLOBAL MD PORTFÖY DİNAMİK SERBEST (TL) FON","Serbest Şemsiye Fonu","-9,2435","-3,1761","2,1447","20,4417","23,3020","552,0441","-"
"RPM","ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,2017","5,9684","8,5551","19,6796","22,7074","-","-"
"ZBO","ZİRAAT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","4,0601","11,1968","19,6607","21,3163","22,5298","-","-"
"ICS","ICBC TURKEY PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,1850","4,0630","9,0895","13,7173","22,2482","275,1494","513,9337"
"FIT","FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,2594","7,5733","13,3745","16,7748","22,0402","78,4888","129,2557"
"TGR","AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-8,7193","-5,2194","2,2950","16,3237","21,8597","361,4950","-"
"TGE","İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-2,6478","-2,6168","16,9513","16,6647","21,3363","302,0266","576,8578"
"DYN","DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-8,2780","-4,0877","6,3423","11,0098","21,0634","-","-"
"PIL","ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-6,6394","-4,5776","10,5415","6,4344","20,9012","-","-"
"GZE","GARANTİ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","-2,5023","-1,1908","14,1496","15,2135","20,6602","-","-"
"TPF","TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,8920","9,4687","18,6391","22,5961","20,4220","107,2719","192,1379"
"OVD","QNB FİNANS PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-1,9978","-1,9262","13,0552","13,5192","20,4198","-","-"
"APT","AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,5675","10,3167","17,1209","20,0213","20,2357","66,2017","108,6421"
"TAR","AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-2,8796","0,9368","15,8101","20,3911","20,0128","-","-"
"TMV","TERA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON","Serbest Şemsiye Fonu","-3,9739","-1,3887","-1,5589","19,4264","19,9905","-","-"
"FUA","AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-8,9452","-8,3074","-5,2240","20,3923","18,8869","-","-"
"AJK","AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,2032","1,1690","5,8632","9,2702","17,9993","292,4970","608,9262"
"YLC","ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,2811","-2,5797","9,4950","9,1512","17,7228","-","-"
"AOJ","ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-8,6014","1,0496","3,5066","26,8828","17,4083","-","-"
"FBC","FONERİA PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU","Katılım Şemsiye Fonu","-0,3350","1,9081","2,9120","1,9625","16,2729","-","-"
"DFD","DENİZ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","-2,8463","-3,5423","8,8983","7,6402","15,2747","-","-"
"IPJ","İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON","Karma Şemsiye Fonu","-6,8658","-4,1449","7,8648","5,4877","14,3938","207,4805","827,7535"
"GZL","GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,5200","-0,4783","7,2238","9,5506","13,8107","-","-"
"AK2","AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","-0,6645","5,2321","7,7236","9,4435","9,0944","47,1427","72,2391"
"OLD","QNB FİNANS PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-4,8349","-3,6034","1,1895","4,2830","6,8709","-","-"
"BVM","ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-4,8104","-5,4818","-3,1621","12,0643","5,9697","-","-"
"YJH","YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU","Değişken Şemsiye Fonu","-7,3842","-1,9885","2,8970","0,6052","5,6644","-","-"
"TGX","TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-2,1848","-12,2693","0,0979","-1,5622","1,8494","-","-"
"BDY","AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,9943","3,2774","-","-","-","-","-"
"VAY","AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-10,4285","-3,3299","11,3709","34,9100","-","-","-"
"SAS","AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-8,2684","-0,9946","-","-","-","-","-"
"AUV","AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,6931","-","-","-","-","-","-"
"ONE","AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-10,5725","-5,6095","7,5521","30,8041","-","-","-"
"CIN","AKTİF PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","-4,1443","-1,0372","-","-","-","-","-"
"ENJ","AKTİF PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"EYT","AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-0,3135","7,4743","20,8583","32,8380","-","-","-"
"BUL","AKTİF PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-3,6521","9,7940","13,0656","32,6457","-","-","-"
"SPT","AKTİF PORTFÖY KATILIM FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-","-","-","-","-","-","-"
"GPT","AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-3,1620","0,7886","8,5668","-","-","-","-"
"CPU","AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU","Katılım Şemsiye Fonu","-3,8861","5,5824","16,4426","40,0837","-","-","-"
"DOL","AKTİF PORTFÖY ÜÇÜNCÜ AKTİF SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,5477","5,4125","-","-","-","-","-"
"AS1","ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,5393","5,7432","12,4627","17,4330","-","-","-"
"DEF","ALLBATROSS PORTFÖY DEFNE SERBEST FON","Serbest Şemsiye Fonu","-4,7902","7,8051","22,6833","53,0712","-","-","-"
"LID","ALLBATROSS PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,6235","9,3157","23,2684","-","-","-","-"
"IHZ","ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-9,6909","-6,7873","-12,5942","5,0754","-","-","-"
"KST","ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-7,4359","-1,0607","5,9152","30,0662","-","-","-"
"KLS","ALLBATROSS PORTFÖY KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"KKL","ALLBATROSS PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"JET","ATA PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,7944","8,3648","-","-","-","-","-"
"TAL","ATLAS PORTFÖY ALTIN KATILIM FONU","Kıymetli Madenler Şemsiye Fonu","5,1847","8,8092","-","-","-","-","-"
"BTZ","ATLAS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"KHJ","ATLAS PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"KLH","ATLAS PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"PPT","ATLAS PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,3147","13,4578","27,7369","-","-","-","-"
"HIZ","AZİMUT PORTFÖY DİNAMİK DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"KSK","AZİMUT PORTFÖY İKİNCİ KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","3,4025","11,3992","22,3859","30,5657","-","-","-"
"KTI","AZİMUT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-7,1224","4,7642","14,9554","31,0807","-","-","-"
"KMF","AZİMUT PORTFÖY KIYMETLİ MADENLER KATILIM FONU","Katılım Şemsiye Fonu","2,2638","7,2583","35,5883","36,6371","-","-","-"
"TEJ","AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-4,7224","7,7727","-","-","-","-","-"
"ZMT","AZİMUT PORTFÖY 22.0 SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,0689","7,7037","14,9165","17,3017","-","-","-"
"BHI","BV PORTFÖY ALGORİTMİK STRATEJİLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-6,1352","4,7649","16,6111","-","-","-","-"
"RUT","BV PORTFÖY ROBOTİK VE UZAY TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,2562","-","-","-","-","-","-"
"SPR","BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-0,5494","-","-","-","-","-","-"
"BVV","BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-9,8561","2,8570","7,7609","24,1699","-","-","-"
"DXP","DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-7,8804","-3,0754","13,0278","38,1092","-","-","-"
"DL2","DENİZ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,3538","-","-","-","-","-","-"
"DKR","DENİZ PORTFÖY ONDÖRDÜNCÜ SERBEST FON","Serbest Şemsiye Fonu","-4,1592","-","-","-","-","-","-"
"FBI","FİBA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3672","5,1367","11,4393","16,7279","-","-","-"
"FSR","FİBA PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,4527","6,5941","13,7539","15,2615","-","-","-"
"FD1","FONERİA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,2743","-","-","-","-","-","-"
"GO9","FONERİA PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-7,8878","1,1870","8,9454","35,7128","-","-","-"
"FS5","FONERİA PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","5,0167","17,1544","-","-","-","-","-"
"FCK","FONERİA PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","-2,9285","-4,2434","0,2523","-","-","-","-"
"FDG","FONEVA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,3660","10,5171","-","-","-","-","-"
"FPI","FONEVA PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,1822","11,9278","-","-","-","-","-"
"GOL","GARANTİ PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","5,0959","7,8756","-","-","-","-","-"
"GBJ","GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-12,5566","6,5556","-","-","-","-","-"
"EUN","GARANTİ PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,3135","7,8620","-","-","-","-","-"
"GID","GARANTİ PORTFÖY İNŞAAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-2,6076","-","-","-","-","-","-"
"KDT","GARANTİ PORTFÖY KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,4881","5,2113","-","-","-","-","-"
"GUB","GARANTİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,3048","-","-","-","-","-","-"
"GUV","GARANTİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","0,5313","-","-","-","-","-","-"
"HAM","HEDEF PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","6,7919","-","-","-","-","-","-"
"HAT","HEDEF PORTFÖY ATLAS İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"HDA","HEDEF PORTFÖY DÖRDÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","4,8353","12,3770","27,3704","27,0712","-","-","-"
"FNT","HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-8,9640","7,7311","13,5253","51,8799","-","-","-"
"HPH","HEDEF PORTFÖY PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","-","-","-","-","-","-","-"
"IDN","INVEO PORTFÖY DENGELİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,4516","11,4899","32,8934","-","-","-","-"
"IV8","INVEO PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","3,9804","-","-","-","-","-","-"
"IAE","İSTANBUL PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","-4,3374","6,0078","-","-","-","-","-"
"IHP","İSTANBUL PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"IRO","İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON","Serbest Şemsiye Fonu","-6,9777","0,5387","8,2901","16,1150","-","-","-"
"IAM","İŞ PORTFÖY AGRESİF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-","-","-","-","-","-","-"
"BHL","İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"KPH","İŞ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-9,7520","-","-","-","-","-","-"
"IDO","İŞ PORTFÖY ONDOKUZUNCU SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,4136","6,4303","-","-","-","-","-"
"BIO","İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-9,0675","10,3211","42,9126","75,1906","-","-","-"
"TMZ","İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-5,3424","1,1704","-","-","-","-","-"
"KPP","KARE PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","4,2310","13,3102","27,6461","-","-","-","-"
"KNJ","KUVEYT TÜRK PORTFÖY ENERJİ KATILIM FONU","Katılım Şemsiye Fonu","-1,0838","-0,4351","-","-","-","-","-"
"KZU","KUVEYT TÜRK PORTFÖY İKİNCİ ALTIN KATILIM FONU","Katılım Şemsiye Fonu","5,8050","-","-","-","-","-","-"
"KTJ","KUVEYT TÜRK PORTFÖY TEKNOLOJİ KATILIM FONU","Katılım Şemsiye Fonu","0,1682","11,3779","-","-","-","-","-"
"NAU","NEO PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","7,2611","13,1113","-","-","-","-","-"
"NVZ","NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,4953","6,9262","14,1562","15,9411","-","-","-"
"NSA","NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON","Serbest Şemsiye Fonu","3,8600","-","-","-","-","-","-"
"NTS","NUROL PORTFÖY İKİNCİ SERBEST FON","Serbest Şemsiye Fonu","-21,0860","-19,9741","-28,6142","-31,0686","-","-","-"
"OPF","OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,4790","3,6994","9,0141","13,3130","-","-","-"
"PAF","PARDUS PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","6,4582","10,5773","21,9450","22,2938","-","-","-"
"BDS","PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,0986","18,3671","-","-","-","-","-"
"BBF","PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,4609","11,8496","29,6400","36,4315","-","-","-"
"BHF","PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-4,5279","-2,6309","0,7131","20,1453","-","-","-"
"BIH","PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","5,5851","26,3610","76,4888","126,4107","-","-","-"
"ICH","PARDUS PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-6,9326","1,1088","-","-","-","-","-"
"KHA","PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-7,7750","1,4605","34,2296","-","-","-","-"
"KHC","PARDUS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-5,8106","3,0030","19,6555","-","-","-","-"
"PPP","PERFORM PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2489","13,3483","27,7369","-","-","-","-"
"PFO","PHİLLİP PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-4,6015","7,2317","21,8409","-","-","-","-"
"PPE","PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,3821","8,0064","16,9126","21,9875","-","-","-"
"PBR","PUSULA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,7263","13,4290","-","-","-","-","-"
"PHE","PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-11,0054","-5,2752","-","-","-","-","-"
"PRY","PUSULA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1878","13,0657","-","-","-","-","-"
"GRL","QNB FİNANS PORTFÖY AGRESİF SERBEST FON","Serbest Şemsiye Fonu","-4,2437","-2,0900","-","-","-","-","-"
"DNM","QNB FİNANS PORTFÖY DİNAMİK DAĞILIMLI SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,0435","-","-","-","-","-","-"
"FMG","QNB FİNANS PORTFÖY GÜMÜŞ SERBEST FON","Serbest Şemsiye Fonu","-5,1676","3,9427","-","-","-","-","-"
"RJG","RE-PIE PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","6,0482","9,3819","34,9800","33,4171","-","-","-"
"RBN","RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-9,2292","6,0406","-","-","-","-","-"
"RBI","RE-PIE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","4,7663","7,3418","16,8492","-","-","-","-"
"RKV","RE-PIE PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,7154","12,2744","-","-","-","-","-"
"RTD","RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"RBF","ROTA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","0,0290","-","-","-","-","-","-"
"RD1","ROTA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"CPT","ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-8,1569","3,1409","19,5865","39,0826","-","-","-"
